Reaction,Isozyme,Protein,Stoichiometry,KcatReverse,KcatForward
41792,A,PN96_RS03550,1,0.13763666435136723,2.4415105872169955
10164,A,PN96_RS01105,2,90.28044811090372,4.8777091892679385
cyt_c,B,PN96_RS05815,1,2.0975903930211626,3.271574422895409
cyt_c,B,PN96_RS05830,1,2.0975903930211626,3.271574422895409
cyt_c,B,PN96_RS05845,1,2.0975903930211626,3.271574422895409
cyt_c,B,PN96_RS05820,1,2.0975903930211626,3.271574422895409
cyt_c,B,PN96_RS05825,1,2.0975903930211626,3.271574422895409
cyt_c,B,PN96_RS05840,1,2.0975903930211626,3.271574422895409
24152,B,PN96_RS12480,1,0.48660414625261805,2.2616721565867657
24152,A,PN96_RS11975,1,2.2662269918129536,0.46150849821505474
41876,B,PN96_RS05720,2,0.24767577844292832,0.2810268991423167
41876,A,PN96_RS02355,1,1.1253884186724519,0.18757233671563933
11040,A,PN96_RS07890,1,0.23927387624536048,5.261803251670925
17785,A,PN96_RS07490,1,0.1944118877660155,0.9859220450368964
41920,B,PN96_RS17995,4,0.5660031534466455,11.20821536556159
41920,A,PN96_RS03555,4,4.486600928237434,9.36273260872156
19453,A,PN96_RS09035,2,3.3189621540881107,1.8496585390704137
23176,A,PN96_RS14410,1,0.12242359370049635,1.8869257612344694
13725,A,PN96_RS13610,3,0.03930863161342748,0.03396363332926543
41828,B,PN96_RS05720,2,4.1496096089795635,2.8870934763272165
41828,A,PN96_RS02355,1,0.7981850109546454,0.504621412855352
14877,A,PN96_RS10270,4,0.330837549613274,2.2467501444649782
10300,A,PN96_RS03080,4,1.5511691800804885,0.6594708249486778
10300,C,PN96_RS18175,4,1.2580405564374926,1.2466901110693611
31139,A,PN96_RS13345,4,0.14089901517510348,2.2810524552805402
16853,A,PN96_RS07950,4,0.03034258698210267,0.05110202807232828
21524,A,PN96_RS11755,2,0.12775561216083026,0.10322719105195599
25588,A,PN96_RS08465,2,0.4964185411827806,0.0996411741405969
13245,A,PN96_RS10725,4,0.39197277822943916,0.48474671116124735
11224,A,PN96_RS20885,1,0.058137104416721555,1.17781757732213
10228,A,PN96_RS01460,1,1.0134744000893952,0.10223047480852003
41840,B,PN96_RS17995,4,0.2844773432603909,15.422510436023698
41840,A,PN96_RS03555,4,9.423777061018965,0.9882727145540019
25249,B,PN96_RS13645,2,0.49657395664415976,0.1346390605800641
25249,B,PN96_RS11720,2,0.49657395664415976,0.1346390605800641
25249,A,PN96_RS13645,2,0.5175218089917313,0.027812549699431355
25249,A,PN96_RS13650,2,0.5175218089917313,0.027812549699431355
25249,C,PN96_RS13650,2,0.010469457814350974,0.043509805870477015
25249,C,PN96_RS11715,2,0.010469457814350974,0.043509805870477015
25249,D,PN96_RS11715,2,0.08176851288575691,0.1412301783983882
25249,D,PN96_RS11720,2,0.08176851288575691,0.1412301783983882
28442,B,PN96_RS12625,1,0.03748643962207052,1.8730530065183097
19381,A,PN96_RS08465,2,0.6453088346255229,0.44385156264206604
28054,A,PN96_RS08560,2,1.2104911839855395,0.3406660277394412
41888,B,PN96_RS17995,4,16.717119715079836,0.8544140600437272
41888,A,PN96_RS03555,4,1.3819230646866303,0.3524448191297373
33799,A,PN96_RS07900,2,0.4028455841970688,0.3648868453730085
10532,B,PN96_RS03955,2,0.15891349507362407,0.48763489753362915
10532,B,PN96_RS03950,2,0.15891349507362407,0.48763489753362915
10532,A,PN96_RS22760,2,0.9495776021488644,0.5464626126580934
10532,A,PN96_RS03950,2,0.9495776021488644,0.5464626126580934
23032,A,PN96_RS02465,2,0.2554381163293261,0.20089281611468593
41868,B,PN96_RS03565,2,0.10850886521781938,0.010181076908536332
12973,A,PN96_RS09515,1,0.6396291397157122,0.24609013885096528
27551,A,PN96_RS02320,2,0.03683547128491705,0.2037839357239036
18437,A,PN96_RS09865,2,0.35468876671878224,0.03750478828018948
24809,A,PN96_RS13640,2,3.216037904874534,0.2100392691037992
30699,A,PN96_RS05100,1,0.13837351319162847,0.3231847817529759
30699,C,PN96_RS22505,1,0.16500697121984742,2.460829166219924
30699,D,PN96_RS23215,1,0.16897809824733168,1.1842141529347552
28030,A,PN96_RS04115,2,1.82115407276543,0.45103552020554205
28030,A,PN96_RS04120,2,1.82115407276543,0.45103552020554205
24793,A,PN96_RS07885,1,0.8319402276153857,0.3759707649687103
24793,A,PN96_RS07875,1,0.8319402276153857,0.3759707649687103
41912,B,PN96_RS20950,1,0.5132701774395236,1.2595962970907668
41912,A,PN96_RS07515,1,0.8731585009660592,3.3403908043730883
18681,A,PN96_RS00555,1,0.07294689600083996,0.20612190392332355
13985,A,PN96_RS11200,1,0.025370310974312152,0.008393045338863843
10116,A,PN96_RS05370,2,0.1309253715292177,0.35404552627227226
20445,A,PN96_RS04245,2,10.00358917740516,19.57666676789579
